20/05/2026 17:54:08.0251 | WARNING  | badges       | Code TOTP invalide — user_id=6
21/05/2026 11:04:54.6251 | INFO     | badges       | Badge créé — badge_id=1 username='admin' header=a210b9f719ba3b4a…
21/05/2026 11:05:07.4776 | INFO     | badges       | Authentification réussie — user_id=1
21/05/2026 11:06:36.2899 | INFO     | users        | Utilisateur créé — username='jean.perrot' role='manager'
21/05/2026 11:06:52.0089 | INFO     | badges       | Badge créé — badge_id=2 username='jean.perrot' header=950fd023ab3ee12b…
21/05/2026 11:24:32.3156 | WARNING  | badges       | Code TOTP invalide — user_id=2
21/05/2026 11:24:51.4415 | INFO     | badges       | Authentification réussie — user_id=2
21/05/2026 11:25:40.2151 | INFO     | badges       | Authentification réussie — user_id=1
21/05/2026 11:26:21.6801 | INFO     | users        | Utilisateur créé — username='axel.jemai' role='admin'
21/05/2026 11:26:54.4060 | INFO     | badges       | Badge créé — badge_id=3 username='axel.jemai' header=b370f854018c6fca…
21/05/2026 11:27:41.8120 | INFO     | badges       | Authentification réussie — user_id=3
21/05/2026 11:32:59.2270 | INFO     | badges       | Authentification réussie — user_id=3
21/05/2026 11:33:53.9422 | INFO     | users        | Utilisateur créé — username='yasser.slimani' role='member'
21/05/2026 11:34:22.6270 | INFO     | badges       | Badge créé — badge_id=4 username='yasser.slimani' header=6bd3f4623b578947…
21/05/2026 11:35:02.7493 | INFO     | users        | Utilisateur créé — username='jean.bouffort' role='member'
21/05/2026 11:35:15.0538 | INFO     | badges       | Badge créé — badge_id=5 username='jean.bouffort' header=08444761aeefab22…
21/05/2026 11:36:37.9459 | INFO     | badges       | Authentification réussie — user_id=2
21/05/2026 11:37:36.3977 | INFO     | votes        | Vote #1 créé — 'Aegis est-il une solution révolutionaire ?' (majorité/auditable)
21/05/2026 11:37:58.5327 | INFO     | votes        | Vote #1 assigné à user_id=2
21/05/2026 11:37:58.5686 | INFO     | votes        | Vote #1 assigné à user_id=3
21/05/2026 11:37:58.6044 | INFO     | votes        | Vote #1 assigné à user_id=4
21/05/2026 11:37:58.6361 | INFO     | votes        | Vote #1 assigné à user_id=5
21/05/2026 11:38:52.3226 | INFO     | badges       | Authentification réussie — user_id=2
21/05/2026 11:54:33.0454 | INFO     | badges       | Authentification réussie — user_id=2
21/05/2026 11:55:40.8293 | WARNING  | badges       | Code TOTP invalide — user_id=2
21/05/2026 11:56:03.3121 | INFO     | badges       | Authentification réussie — user_id=2
21/05/2026 11:56:03.3605 | INFO     | votes        | Vote enregistré — vote_id=1 envelope_id=1 mode=auditable user=2
21/05/2026 12:00:52.3458 | INFO     | badges       | Authentification réussie — user_id=3
21/05/2026 12:01:22.4878 | INFO     | badges       | Authentification réussie — user_id=3
21/05/2026 12:01:22.5354 | INFO     | votes        | Vote enregistré — vote_id=1 envelope_id=2 mode=auditable user=3
21/05/2026 12:01:59.6178 | INFO     | badges       | Authentification réussie — user_id=4
21/05/2026 12:02:38.3840 | INFO     | badges       | Authentification réussie — user_id=4
21/05/2026 12:02:38.4626 | INFO     | votes        | Vote enregistré — vote_id=1 envelope_id=3 mode=auditable user=4
21/05/2026 12:03:10.3546 | INFO     | badges       | Authentification réussie — user_id=2
21/05/2026 12:03:58.7274 | INFO     | badges       | Authentification réussie — user_id=5
21/05/2026 12:04:22.3855 | INFO     | badges       | Authentification réussie — user_id=5
21/05/2026 12:04:22.4630 | INFO     | votes        | Vote enregistré — vote_id=1 envelope_id=4 mode=auditable user=5
21/05/2026 12:05:36.0262 | INFO     | badges       | Authentification réussie — user_id=2
21/05/2026 12:07:22.6856 | INFO     | badges       | Authentification réussie — user_id=3
21/05/2026 12:13:06.9046 | INFO     | badges       | Authentification réussie — user_id=3
21/05/2026 12:13:40.5922 | INFO     | secret_sharing | Secret 'clé OpenAi' créé — secret_id=1 k=2/3 par user_id=3
21/05/2026 12:14:17.9168 | INFO     | badges       | Authentification réussie — user_id=5
21/05/2026 12:14:38.3154 | INFO     | badges       | Authentification réussie — user_id=3
21/05/2026 12:14:38.3416 | INFO     | secret_sharing | Secret 'clé OpenAi' (secret_id=1) reconstruit avec succès
21/05/2026 12:16:33.7813 | INFO     | maintenance  | Vote #1 'Aegis est-il une solution révolutionaire' — OK (4 enveloppe(s))
21/05/2026 12:16:33.7816 | INFO     | maintenance  | Vérification terminée — 1 vote(s), 1 OK, 0 CORROMPU(s)
21/05/2026 15:04:40.7553 | INFO     | badges       | Authentification réussie — user_id=1
21/05/2026 15:22:18.0803 | INFO     | badges       | Authentification réussie — user_id=1
21/05/2026 15:22:20.3441 | INFO     | badges       | Authentification réussie — user_id=1
21/05/2026 15:22:20.9745 | INFO     | badges       | Authentification réussie — user_id=1
21/05/2026 15:22:21.2892 | INFO     | badges       | Authentification réussie — user_id=1
21/05/2026 15:22:21.5703 | INFO     | badges       | Authentification réussie — user_id=1
21/05/2026 15:22:21.7977 | INFO     | badges       | Authentification réussie — user_id=1
21/05/2026 15:22:25.8359 | INFO     | badges       | Authentification réussie — user_id=1
21/05/2026 15:47:56.5871 | INFO     | badges       | Authentification réussie — user_id=1
21/05/2026 15:48:01.0761 | INFO     | badges       | Authentification réussie — user_id=1
21/05/2026 15:48:02.2451 | INFO     | badges       | Authentification réussie — user_id=1
21/05/2026 15:48:02.8205 | INFO     | badges       | Authentification réussie — user_id=1
21/05/2026 15:48:03.3410 | INFO     | badges       | Authentification réussie — user_id=1
21/05/2026 15:48:03.8542 | INFO     | badges       | Authentification réussie — user_id=1
21/05/2026 15:48:04.1344 | INFO     | badges       | Authentification réussie — user_id=1
21/05/2026 15:48:38.0812 | INFO     | badges       | Authentification réussie — user_id=5
21/05/2026 15:48:41.4364 | INFO     | badges       | Authentification réussie — user_id=5
21/05/2026 15:48:42.1313 | INFO     | badges       | Authentification réussie — user_id=5
21/05/2026 15:48:42.4222 | INFO     | badges       | Authentification réussie — user_id=5
21/05/2026 15:48:42.6881 | INFO     | badges       | Authentification réussie — user_id=5
21/05/2026 15:48:42.9378 | INFO     | badges       | Authentification réussie — user_id=5
21/05/2026 15:48:43.1733 | INFO     | badges       | Authentification réussie — user_id=5
21/05/2026 15:48:43.4586 | INFO     | badges       | Authentification réussie — user_id=5
21/05/2026 15:48:43.7897 | INFO     | badges       | Authentification réussie — user_id=5
21/05/2026 15:48:44.0897 | INFO     | badges       | Authentification réussie — user_id=5
21/05/2026 15:48:44.9695 | INFO     | badges       | Authentification réussie — user_id=5
21/05/2026 15:48:45.2364 | INFO     | badges       | Authentification réussie — user_id=5
21/05/2026 15:48:45.7042 | INFO     | badges       | Authentification réussie — user_id=5
21/05/2026 15:48:45.9803 | INFO     | badges       | Authentification réussie — user_id=5
21/05/2026 15:48:46.2338 | INFO     | badges       | Authentification réussie — user_id=5
21/05/2026 15:48:46.4980 | INFO     | badges       | Authentification réussie — user_id=5
21/05/2026 15:48:46.7376 | INFO     | badges       | Authentification réussie — user_id=5
21/05/2026 15:49:38.5133 | INFO     | badges       | Authentification réussie — user_id=5
21/05/2026 15:58:26.3625 | INFO     | badges       | Authentification réussie — user_id=5
21/05/2026 15:59:03.7536 | INFO     | badges       | Authentification réussie — user_id=1
21/05/2026 15:59:45.6724 | INFO     | maintenance  | Vote #1 'Aegis est-il une solution révolutionaire' — OK (4 enveloppe(s))
21/05/2026 15:59:45.6730 | INFO     | maintenance  | Vérification terminée — 1 vote(s), 1 OK, 0 CORROMPU(s)
21/05/2026 16:04:57.5131 | ERROR    | votes        | Création du vote refusée : Type de vote invalide. Choisissez parmi : unanimité, majorité, minimum_requis.
21/05/2026 16:09:44.8859 | INFO     | badges       | Authentification réussie — user_id=1
21/05/2026 16:10:24.1276 | INFO     | users        | Utilisateur créé — username='jc.veillon' role='auditor'
21/05/2026 16:10:35.3251 | INFO     | badges       | Badge créé — badge_id=6 username='jc.veillon' header=1b991c4f53daeabd…
